QuoteID,DateID,CustomerID,ProductID,QuoteValue,Status
Q004858,20251204,C0609,P007,1563,Won
Q004859,20250916,C0640,P015,6451,Won
Q004860,20260317,C0003,P001,1104,Pending
Q004861,20240915,C0380,P009,6130,Won
Q004862,20260515,C0273,P014,7236,Won
Q004863,20250127,C0152,P009,7994,Won
Q004864,20251017,C0705,P007,5196,Lost
Q004865,20241009,C0635,P012,6644,Lost
Q004866,20261220,C0845,P013,2966,Won
Q004867,20250704,C0676,P004,5349,Won
Q004868,20240624,C0863,P007,5637,Won
Q004869,20261222,C0056,P008,7821,Won
Q004870,20250916,C0928,P006,2076,Won
Q004871,20240919,C0335,P007,2781,Won
Q004872,20240329,C0543,P004,6309,Lost
Q004873,20250713,C0900,P012,4742,Won
Q004874,20260902,C0147,P008,4663,Won
Q004875,20250821,C0626,P006,4535,Lost
Q004876,20240506,C0934,P013,1290,Won
Q004877,20260611,C0563,P014,3016,Won
Q004878,20240825,C0410,P004,6226,Lost
Q004879,20240920,C0808,P003,8638,Won
Q004880,20261020,C0470,P006,8170,Won
Q004881,20250329,C0396,P011,605,Won
Q004882,20260915,C0845,P003,9107,Won
Q004883,20260423,C0106,P004,5977,Won
Q004884,20260227,C0287,P001,968,Won
Q004885,20250406,C0374,P006,7910,Won
Q004886,20240119,C0882,P004,9676,Lost
Q004887,20250731,C0761,P015,9866,Lost
Q004888,20240829,C0187,P007,1916,Pending
Q004889,20240410,C0152,P006,4980,Won
Q004890,20261209,C0375,P008,5791,Won
Q004891,20241013,C0464,P002,9261,Won
Q004892,20240821,C0707,P011,9101,Won
Q004893,20240715,C0605,P006,8533,Pending
Q004894,20240813,C0974,P013,4781,Won
Q004895,20250916,C0477,P010,4725,Won
Q004896,20250909,C0234,P002,2623,Won
Q004897,20241007,C0995,P003,2282,Won
Q004898,20240822,C0905,P008,6222,Pending
Q004899,20240827,C0248,P006,2728,Lost
Q004900,20250914,C0415,P013,9391,Won
Q004901,20241104,C0996,P001,9983,Won
Q004902,20240913,C0025,P006,1979,Lost
Q004903,20260709,C0513,P005,3401,Lost
Q004904,20250527,C0516,P008,9985,Won
Q004905,20251009,C0331,P006,9704,Won
Q004906,20261004,C0121,P004,4584,Won
Q004907,20250331,C0640,P011,1981,Won
Q004908,20260109,C0379,P008,6730,Won
Q004909,20260224,C0345,P013,8108,Won
Q004910,20250115,C0675,P011,7534,Won
Q004911,20261026,C0610,P001,6996,Won
Q004912,20261029,C0643,P015,6708,Pending
Q004913,20250329,C0185,P007,2623,Lost
Q004914,20240301,C0510,P003,3304,Won
Q004915,20240822,C0896,P003,5138,Lost
Q004916,20261126,C0616,P005,5448,Won
Q004917,20250409,C0921,P006,4486,Lost
Q004918,20240414,C0258,P011,8913,Pending
Q004919,20251205,C0867,P007,8451,Pending
Q004920,20260110,C0231,P009,7913,Won
Q004921,20260217,C0259,P005,1546,Lost
Q004922,20250201,C0774,P013,3610,Lost
Q004923,20260630,C0202,P007,1675,Pending
Q004924,20260802,C0643,P006,6542,Won
Q004925,20250620,C0131,P002,7930,Won
Q004926,20240311,C0798,P009,531,Won
Q004927,20260427,C0289,P001,4521,Won
Q004928,20250227,C0046,P011,8355,Won
Q004929,20250121,C0834,P010,2949,Pending
Q004930,20250922,C0780,P014,7727,Pending
Q004931,20260204,C0163,P012,5742,Won
Q004932,20261102,C0871,P007,3696,Lost
Q004933,20260425,C0219,P013,1859,Won
Q004934,20240921,C0645,P002,907,Lost
Q004935,20260801,C0256,P013,8116,Lost
Q004936,20260205,C0686,P008,5208,Lost
Q004937,20261204,C0712,P013,2841,Won
Q004938,20250501,C0844,P015,7035,Pending
Q004939,20250221,C0178,P014,9709,Won
Q004940,20241106,C0355,P011,7733,Won
Q004941,20241217,C0204,P009,5625,Won
Q004942,20250526,C0991,P014,2913,Won
Q004943,20250929,C0848,P013,4454,Lost
Q004944,20260628,C0582,P013,6707,Won
Q004945,20260927,C0474,P012,2325,Won
Q004946,20260909,C0670,P008,2889,Pending
Q004947,20241109,C0780,P012,3721,Won
Q004948,20260220,C0764,P008,9338,Pending
Q004949,20260815,C0413,P010,1363,Won
Q004950,20240514,C0676,P001,8478,Won
Q004951,20251013,C0296,P002,5257,Won
Q004952,20260130,C0872,P012,2521,Lost
Q004953,20250824,C0442,P004,8373,Won
Q004954,20240220,C0940,P010,3230,Lost
Q004955,20240506,C0668,P002,7129,Won
Q004956,20241230,C0857,P007,1764,Lost
Q004957,20240130,C0333,P012,7091,Won
Q004958,20250517,C0027,P008,4011,Won
Q004959,20250619,C0476,P012,6577,Won
Q004960,20240405,C0431,P002,9231,Won
Q004961,20241012,C0567,P015,3065,Lost
Q004962,20240916,C0963,P006,3427,Won
Q004963,20240904,C0336,P002,9674,Lost
Q004964,20250124,C0944,P012,2182,Lost
Q004965,20250617,C0926,P005,2998,Won
Q004966,20251223,C0614,P004,2213,Won
Q004967,20250614,C0037,P008,5958,Lost
Q004968,20240307,C0772,P004,4801,Won
Q004969,20260606,C0993,P008,3248,Won
Q004970,20241228,C0912,P005,9264,Pending
Q004971,20261218,C0476,P010,519,Won
Q004972,20240729,C0297,P015,3662,Won
Q004973,20261016,C0074,P006,8884,Lost
Q004974,20261229,C0313,P012,5244,Lost
Q004975,20240825,C0146,P014,851,Won
Q004976,20240628,C0624,P013,9556,Won
Q004977,20250512,C0485,P006,9379,Won
Q004978,20260107,C0141,P004,8128,Lost
Q004979,20250218,C0810,P007,2396,Lost
Q004980,20240420,C0147,P011,5101,Pending
Q004981,20241013,C0609,P010,521,Won
Q004982,20250109,C0231,P014,3444,Won
Q004983,20250310,C0685,P013,2031,Lost
Q004984,20250201,C0941,P010,6411,Won
Q004985,20260427,C0370,P013,3302,Won
Q004986,20251025,C0064,P009,7772,Lost
Q004987,20261005,C0253,P010,5290,Won
Q004988,20261105,C0846,P012,7900,Pending
Q004989,20240321,C0830,P003,1786,Won
Q004990,20240929,C0596,P003,3353,Lost
Q004991,20260101,C0756,P008,6266,Lost
Q004992,20260127,C0939,P011,3039,Won
Q004993,20260126,C0910,P010,7922,Won
Q004994,20250502,C0571,P006,5662,Won
Q004995,20260312,C0224,P008,7068,Won
Q004996,20260306,C0633,P012,5206,Won
Q004997,20250227,C0611,P013,4172,Lost
Q004998,20250131,C0529,P002,3855,Won
Q004999,20250115,C0879,P003,650,Won
Q005000,20250713,C0803,P010,3766,Won
Q005001,20240330,C0019,P006,4446,Lost
Q005002,20240624,C0309,P010,9360,Won
Q005003,20241113,C0927,P009,1780,Won
Q005004,20240905,C0155,P012,2761,Won
Q005005,20240424,C0483,P015,8816,Won
Q005006,20260907,C0231,P007,4922,Won
Q005007,20251217,C0687,P008,6916,Lost
Q005008,20250503,C0701,P003,2589,Won
Q005009,20240126,C0451,P005,1400,Lost
Q005010,20250117,C0285,P014,7268,Won
Q005011,20241028,C0422,P009,2447,Won
Q005012,20250116,C0270,P007,9795,Won
Q005013,20250910,C0556,P007,8709,Lost
Q005014,20250724,C0858,P006,4632,Lost
Q005015,20250428,C0562,P005,9729,Won
Q005016,20240419,C0014,P003,6292,Lost
Q005017,20260603,C0449,P006,7927,Won
Q005018,20250203,C0663,P004,5979,Won
Q005019,20241007,C0950,P008,1882,Lost
Q005020,20240924,C0247,P015,3674,Won
Q005021,20240728,C0610,P004,7293,Won
Q005022,20240525,C0300,P013,5737,Lost
Q005023,20240728,C0135,P004,5025,Won
Q005024,20251215,C0673,P008,9723,Won
Q005025,20241225,C0177,P008,6475,Won
Q005026,20250722,C0326,P004,5356,Lost
Q005027,20240223,C0304,P015,8749,Won
Q005028,20260208,C0079,P012,6596,Won
Q005029,20240119,C0585,P013,8654,Won
Q005030,20240808,C0898,P003,9389,Pending
Q005031,20250715,C0938,P015,4584,Pending
Q005032,20250324,C0143,P002,5669,Won
Q005033,20240510,C0420,P003,2543,Won
Q005034,20261212,C0238,P004,7453,Lost
Q005035,20240405,C0528,P015,4749,Lost
Q005036,20250401,C0108,P008,1434,Won
Q005037,20260225,C0388,P006,2700,Pending
Q005038,20240104,C0189,P010,7020,Lost
Q005039,20260823,C0604,P003,8196,Won
Q005040,20260815,C0103,P012,3015,Lost
Q005041,20250428,C0918,P010,2455,Lost
Q005042,20240307,C0290,P004,1726,Lost
Q005043,20240916,C0162,P011,2524,Pending
Q005044,20261023,C0321,P005,7485,Lost
Q005045,20250523,C0452,P014,6369,Lost
Q005046,20251029,C0756,P011,4271,Won
Q005047,20260802,C0067,P015,9211,Won
Q005048,20240616,C0401,P012,4970,Won
Q005049,20260925,C0731,P014,5088,Won
Q005050,20260417,C0758,P003,8393,Won
Q005051,20240616,C0648,P003,7534,Lost
Q005052,20240320,C0409,P002,4404,Won
Q005053,20260119,C0668,P006,1156,Won
Q005054,20240510,C0676,P007,1363,Lost
Q005055,20250410,C0395,P003,5677,Won
Q005056,20241231,C0519,P004,2892,Won
Q005057,20240425,C0148,P004,7472,Lost
Q005058,20241211,C0198,P009,5794,Lost
Q005059,20240611,C0421,P008,2965,Lost
Q005060,20261115,C0599,P009,6030,Lost
Q005061,20260729,C0757,P006,6649,Won
Q005062,20241026,C0494,P003,2504,Won
Q005063,20250418,C0065,P005,5482,Pending
Q005064,20240401,C0276,P012,3242,Won
Q005065,20250716,C0826,P009,1760,Won
Q005066,20240928,C0102,P002,4589,Won
Q005067,20250406,C0241,P010,5039,Lost
Q005068,20240718,C0665,P010,1679,Lost
Q005069,20261226,C0742,P014,9541,Lost
Q005070,20240530,C0676,P011,9796,Lost
Q005071,20260315,C0319,P012,9008,Won
Q005072,20240105,C0060,P001,3670,Won
Q005073,20250408,C0698,P003,1146,Won
Q005074,20261220,C0874,P008,5959,Lost
Q005075,20250325,C0233,P002,5521,Won
Q005076,20240929,C0590,P014,1386,Won
Q005077,20261104,C0684,P014,2340,Lost
Q005078,20260406,C0675,P014,6836,Lost
Q005079,20250823,C0536,P002,8468,Lost
Q005080,20250323,C0534,P006,2151,Won
Q005081,20261121,C0987,P015,6739,Won
Q005082,20251106,C0955,P015,2234,Won
Q005083,20241017,C0731,P012,3208,Won
Q005084,20240314,C0772,P006,6638,Won
Q005085,20251110,C0523,P008,9454,Won
Q005086,20260104,C0844,P014,3127,Won
Q005087,20240114,C0275,P015,6653,Won
Q005088,20260731,C0367,P003,2379,Lost
Q005089,20260822,C0216,P014,9262,Won
Q005090,20250518,C0125,P010,7692,Won
Q005091,20240421,C0444,P008,9460,Won
Q005092,20240220,C0115,P009,1974,Pending
Q005093,20260930,C0775,P009,9306,Pending
Q005094,20260130,C0865,P004,1145,Lost
Q005095,20240204,C0774,P009,1735,Pending
Q005096,20260407,C0966,P004,7039,Won
Q005097,20260202,C0035,P012,8113,Won
Q005098,20260306,C0426,P004,4582,Won
Q005099,20250219,C0441,P004,4307,Lost
Q005100,20251001,C0274,P004,9673,Won
Q005101,20250916,C0689,P014,3716,Lost
Q005102,20250521,C0790,P009,4832,Lost
Q005103,20241104,C0706,P004,6424,Won
Q005104,20260111,C0428,P003,6068,Won
Q005105,20250309,C0281,P013,1037,Won
Q005106,20240112,C0399,P009,2575,Lost
Q005107,20240317,C0334,P010,1977,Won
Q005108,20261030,C0080,P001,8213,Lost
Q005109,20260411,C0135,P008,5855,Lost
Q005110,20250117,C0285,P014,4633,Lost
Q005111,20240304,C0810,P001,8477,Lost
Q005112,20260928,C0907,P012,9821,Lost
Q005113,20240727,C0161,P002,6612,Won
Q005114,20241120,C0848,P002,5952,Won
Q005115,20260515,C0189,P011,5140,Won
Q005116,20241015,C0401,P014,2817,Won
Q005117,20260912,C0854,P011,4974,Lost
Q005118,20250519,C0913,P006,507,Lost
Q005119,20240827,C0179,P013,7462,Pending
Q005120,20240728,C0644,P002,1936,Won
Q005121,20260603,C0534,P001,7341,Won
Q005122,20250316,C0778,P003,9149,Lost
Q005123,20250212,C0399,P009,3699,Lost
Q005124,20240308,C0899,P007,559,Won
Q005125,20250812,C0570,P004,7273,Lost
Q005126,20251221,C0697,P012,7087,Won
Q005127,20240328,C0887,P009,3136,Won
Q005128,20251209,C0358,P015,7943,Lost
Q005129,20260527,C0517,P014,9862,Lost
Q005130,20260514,C0002,P005,6326,Won
Q005131,20250116,C0895,P012,3562,Pending
Q005132,20241019,C0793,P014,5455,Lost
Q005133,20261014,C0514,P010,6371,Pending
Q005134,20250108,C0301,P009,601,Won
Q005135,20240528,C0929,P014,6080,Won
Q005136,20240131,C0177,P011,3894,Won
Q005137,20240807,C0322,P005,1182,Won
Q005138,20260407,C0871,P015,1374,Won
Q005139,20250204,C0692,P002,2935,Won
Q005140,20260722,C0382,P004,9435,Won
Q005141,20251115,C0552,P003,8462,Lost
Q005142,20260503,C0012,P013,2959,Won
Q005143,20250813,C0028,P015,6556,Won
Q005144,20250413,C0172,P002,5840,Won
Q005145,20261028,C0307,P013,5802,Pending
Q005146,20251222,C0416,P012,6762,Lost
Q005147,20240710,C0819,P012,2625,Won
Q005148,20260503,C0242,P013,3970,Lost
Q005149,20250425,C0372,P010,8985,Won
Q005150,20250603,C0980,P006,8860,Lost
Q005151,20240606,C0836,P003,7255,Lost
Q005152,20240829,C0469,P011,5515,Won
Q005153,20260819,C0293,P006,890,Pending
Q005154,20251201,C0077,P012,1804,Lost
Q005155,20250911,C0517,P013,2777,Lost
Q005156,20260914,C0027,P005,5089,Won
Q005157,20260726,C0030,P014,9451,Pending
Q005158,20251122,C0119,P009,4683,Won
Q005159,20260405,C0055,P014,6624,Lost
Q005160,20240129,C0944,P013,1331,Won
Q005161,20250218,C0784,P001,2153,Won
Q005162,20251022,C0952,P003,2686,Lost
Q005163,20250830,C0302,P002,5595,Won
Q005164,20260109,C0951,P002,6383,Won
Q005165,20260216,C0376,P008,1997,Won
Q005166,20251213,C0438,P013,7694,Won
Q005167,20260510,C0422,P001,1083,Pending
Q005168,20250918,C0398,P009,4224,Won
Q005169,20250909,C0398,P009,1278,Won
Q005170,20250727,C0435,P012,5148,Lost
Q005171,20260306,C0082,P008,8344,Won
Q005172,20241018,C0038,P008,5150,Pending
Q005173,20240607,C0740,P003,4482,Won
Q005174,20241110,C0285,P010,8009,Lost
Q005175,20240522,C0289,P013,2461,Pending
Q005176,20240706,C0963,P010,9228,Won
Q005177,20260928,C0655,P009,3491,Won
Q005178,20250116,C0108,P001,9712,Won
Q005179,20240629,C0315,P009,6571,Lost
Q005180,20261230,C0663,P003,1984,Won
Q005181,20240911,C0761,P004,8344,Lost
Q005182,20250830,C0913,P005,3866,Lost
Q005183,20240112,C0363,P003,1128,Won
Q005184,20240924,C0150,P007,6380,Lost
Q005185,20240824,C0110,P007,6695,Pending
Q005186,20241103,C0083,P009,8645,Won
Q005187,20240618,C0199,P009,2560,Won
Q005188,20240908,C0370,P004,6330,Lost
Q005189,20241011,C0660,P014,2319,Won
Q005190,20260523,C0784,P014,3122,Pending
Q005191,20251015,C0905,P011,9367,Lost
Q005192,20250814,C0691,P012,4641,Won
Q005193,20251003,C0186,P005,2706,Won
Q005194,20261217,C0746,P003,7351,Lost
Q005195,20261101,C0786,P004,1321,Won
Q005196,20260923,C0127,P003,4033,Lost
Q005197,20240630,C0278,P006,6160,Pending
Q005198,20250914,C0060,P014,5751,Lost
Q005199,20241221,C0616,P003,4439,Lost
Q005200,20240119,C0567,P002,7706,Lost
Q005201,20251228,C0867,P014,1092,Lost
Q005202,20240701,C0425,P001,5037,Lost
Q005203,20261210,C0962,P007,5377,Pending
Q005204,20260726,C0829,P007,5694,Lost
Q005205,20241003,C0591,P006,2813,Won
Q005206,20241220,C0590,P002,504,Won
Q005207,20260210,C0656,P002,7609,Won
Q005208,20260326,C0557,P005,9559,Lost
Q005209,20260110,C0017,P008,3352,Lost
Q005210,20260203,C0052,P009,4809,Lost
Q005211,20261223,C0753,P013,5680,Won
Q005212,20260821,C0840,P011,1646,Lost
Q005213,20260617,C0472,P015,504,Won
Q005214,20261214,C0092,P008,2667,Won
Q005215,20240312,C0887,P010,2453,Won
Q005216,20240502,C0823,P001,1525,Won
Q005217,20240106,C0821,P014,2937,Won
Q005218,20261217,C0495,P005,7967,Won
Q005219,20250301,C0379,P001,744,Won
Q005220,20261014,C0828,P009,6912,Lost
Q005221,20250618,C0639,P010,7849,Won
Q005222,20260315,C0229,P009,2351,Won
Q005223,20260703,C0215,P004,7116,Won
Q005224,20250227,C0098,P006,5208,Won
Q005225,20250416,C0027,P007,7092,Won
Q005226,20260109,C0744,P003,5017,Won
Q005227,20240722,C0794,P001,3048,Lost
Q005228,20240114,C0830,P003,2811,Won
Q005229,20250111,C0936,P011,5956,Lost
Q005230,20261218,C0487,P009,7072,Lost
Q005231,20240220,C0234,P011,3374,Lost
Q005232,20250809,C0301,P012,9719,Lost
Q005233,20260724,C0164,P007,8701,Won
Q005234,20241113,C0054,P007,8214,Won
Q005235,20261015,C0336,P006,4817,Won
Q005236,20260126,C0614,P003,4613,Won
Q005237,20260422,C0529,P005,2920,Won
Q005238,20261028,C0022,P003,9370,Lost
Q005239,20260204,C0493,P003,1994,Won
Q005240,20241107,C0919,P003,9772,Won
Q005241,20251210,C0615,P002,5095,Won
Q005242,20250418,C0424,P011,4203,Won
Q005243,20260929,C0478,P009,6235,Won
Q005244,20250301,C0850,P004,4916,Won
Q005245,20240104,C0311,P001,3968,Lost
Q005246,20240313,C0067,P001,4887,Pending
Q005247,20250317,C0411,P010,6463,Won
Q005248,20240910,C0364,P009,9268,Lost
Q005249,20240420,C0565,P010,855,Lost
Q005250,20260712,C0714,P011,8314,Won
Q005251,20260610,C0197,P014,7056,Lost
Q005252,20241027,C0345,P011,1783,Lost
Q005253,20260306,C0417,P001,542,Won
Q005254,20241221,C0692,P010,3306,Won
Q005255,20241120,C0135,P001,6846,Won
Q005256,20260816,C0560,P015,4690,Won
Q005257,20260615,C0393,P010,6299,Lost
Q005258,20240212,C0018,P010,1434,Pending
Q005259,20250515,C0297,P015,3932,Pending
Q005260,20250602,C0653,P008,6742,Won
Q005261,20261014,C0185,P011,8792,Won
Q005262,20250619,C0709,P005,8328,Won
Q005263,20250815,C0263,P009,3984,Lost
Q005264,20261019,C0256,P007,3236,Lost
Q005265,20240402,C0886,P002,5146,Won
Q005266,20260905,C0260,P012,3842,Won
Q005267,20260507,C0169,P015,1631,Won
Q005268,20240212,C0534,P012,4492,Won
Q005269,20260804,C0023,P015,1232,Lost
Q005270,20251014,C0408,P012,4826,Won
Q005271,20250419,C0146,P009,4655,Pending
Q005272,20241001,C0867,P003,3147,Won
Q005273,20241208,C0626,P002,753,Won
Q005274,20240101,C0870,P003,4061,Lost
Q005275,20240614,C0228,P011,6278,Won
Q005276,20240507,C0551,P014,8167,Pending
Q005277,20250420,C0654,P012,1108,Won
Q005278,20241013,C0892,P011,1416,Won
Q005279,20241224,C0458,P010,4725,Lost
Q005280,20260530,C0969,P003,7184,Pending
Q005281,20260615,C0216,P015,3648,Lost
Q005282,20250508,C0447,P006,9847,Won
Q005283,20240815,C0897,P009,3246,Lost
Q005284,20240115,C0753,P008,5386,Won
Q005285,20240214,C0717,P003,1374,Lost
Q005286,20250114,C0374,P013,9384,Won
Q005287,20261113,C0466,P003,847,Won
Q005288,20241219,C0300,P008,840,Lost
Q005289,20260926,C0395,P012,9282,Won
Q005290,20240630,C0774,P015,5524,Won
Q005291,20240428,C0811,P010,1702,Lost
Q005292,20260609,C0193,P012,5980,Lost
Q005293,20251126,C0516,P014,4756,Won
Q005294,20260511,C0920,P008,5189,Lost
Q005295,20250824,C0331,P008,2223,Won
Q005296,20241026,C0811,P012,7638,Won
Q005297,20261124,C0504,P008,1166,Won
Q005298,20261221,C0807,P011,9898,Lost
Q005299,20261107,C0363,P001,4328,Won
Q005300,20250601,C0946,P008,9874,Won
Q005301,20240518,C0875,P008,2377,Won
Q005302,20240109,C0738,P003,9127,Pending
Q005303,20251023,C0475,P004,1622,Lost
Q005304,20251121,C0054,P014,1641,Lost
Q005305,20250106,C0560,P005,8379,Won
Q005306,20241006,C0106,P010,8422,Lost
Q005307,20250823,C0160,P005,4916,Lost
Q005308,20240301,C0734,P006,8117,Won
Q005309,20250326,C0501,P014,5800,Won
Q005310,20240427,C0997,P002,1009,Won
Q005311,20261114,C0914,P013,6402,Won
Q005312,20250403,C0787,P008,8797,Lost
Q005313,20260529,C0880,P006,6608,Lost
Q005314,20260530,C0275,P013,4725,Lost
Q005315,20250705,C0739,P008,4950,Lost
Q005316,20240703,C0749,P006,7359,Won
Q005317,20250820,C0300,P003,7942,Won
Q005318,20250427,C0249,P003,6367,Won
Q005319,20241015,C0024,P004,7936,Won
Q005320,20250709,C0564,P009,5431,Won
Q005321,20260519,C0631,P005,6931,Lost
Q005322,20260214,C0708,P005,2591,Won
Q005323,20240915,C0851,P014,9542,Pending
Q005324,20250607,C0230,P009,2681,Won
Q005325,20241107,C0724,P009,2677,Pending
Q005326,20250603,C0198,P005,4401,Won
Q005327,20240719,C0437,P006,3482,Won
Q005328,20250820,C0587,P013,2979,Won
Q005329,20250524,C0631,P010,6925,Won
Q005330,20240929,C0263,P014,4758,Pending
Q005331,20240124,C0040,P005,1238,Won
Q005332,20261103,C0637,P013,7312,Won
Q005333,20240121,C0620,P009,1908,Lost
Q005334,20260902,C0034,P004,7691,Won
Q005335,20240119,C0119,P012,5869,Lost
Q005336,20240311,C0806,P011,7462,Lost
Q005337,20241011,C0094,P014,6794,Lost
Q005338,20240529,C0458,P006,1715,Lost
Q005339,20250404,C0230,P013,646,Won
Q005340,20250816,C0910,P003,2627,Won
Q005341,20250427,C0446,P005,2802,Lost
Q005342,20260726,C0202,P007,4449,Won
Q005343,20251022,C0434,P007,8314,Lost
Q005344,20250706,C0747,P009,3862,Won
Q005345,20240115,C0942,P001,856,Won
Q005346,20240620,C0882,P009,6967,Won
Q005347,20240229,C0323,P010,7271,Pending
Q005348,20260312,C0579,P007,2828,Pending
Q005349,20240616,C0093,P008,2909,Lost
Q005350,20251023,C0855,P002,5708,Won
Q005351,20250914,C0240,P006,6159,Won
Q005352,20260707,C0403,P015,4703,Lost
Q005353,20240227,C0664,P002,1620,Won
Q005354,20240404,C0550,P003,3738,Won
Q005355,20240515,C0702,P004,5599,Lost
Q005356,20240822,C0085,P006,509,Lost
Q005357,20240731,C0517,P015,2210,Won
Q005358,20240119,C0804,P013,6615,Lost
Q005359,20240418,C0796,P013,8463,Won
Q005360,20250522,C0887,P008,9151,Won
Q005361,20250620,C0951,P005,3641,Won
Q005362,20251201,C0840,P003,7464,Won
Q005363,20240608,C0001,P004,9594,Won
Q005364,20240210,C0050,P011,3015,Lost
Q005365,20260922,C0997,P014,8526,Won
Q005366,20261204,C0862,P003,4563,Lost
Q005367,20250525,C0976,P001,2380,Won
Q005368,20241029,C0352,P003,6677,Won
Q005369,20260503,C0273,P002,8751,Won
Q005370,20261004,C0981,P009,4158,Lost
Q005371,20250106,C0823,P001,5320,Lost
Q005372,20250413,C0123,P014,4607,Lost
Q005373,20240429,C0916,P015,5476,Won
Q005374,20251126,C0452,P009,9426,Won
Q005375,20260206,C0048,P003,2455,Won
Q005376,20240727,C0726,P013,7298,Lost
Q005377,20240113,C0994,P014,1883,Won
Q005378,20260226,C0888,P011,7892,Lost
Q005379,20251109,C0227,P012,4802,Won
Q005380,20260621,C0370,P007,2276,Lost
Q005381,20250304,C0724,P002,8647,Won
Q005382,20260222,C0895,P012,1848,Won
Q005383,20251201,C0721,P004,9203,Lost
Q005384,20240202,C0702,P004,3288,Won
Q005385,20250119,C0409,P009,2520,Won
Q005386,20250720,C0737,P015,8696,Won
Q005387,20260519,C0891,P004,8893,Won
Q005388,20240212,C0040,P004,9402,Pending
Q005389,20260719,C0378,P010,8527,Won
Q005390,20260624,C0417,P004,5159,Lost
Q005391,20260709,C0683,P009,874,Won
Q005392,20240921,C0490,P007,8475,Won
Q005393,20250810,C0315,P008,6374,Lost
Q005394,20261005,C0108,P014,1623,Lost
Q005395,20250304,C0010,P004,8443,Lost
Q005396,20251029,C0828,P012,5441,Won
Q005397,20240810,C0120,P006,8894,Pending
Q005398,20240317,C0561,P008,5314,Pending
Q005399,20240517,C0439,P002,3741,Won
Q005400,20260225,C0894,P011,1024,Won
Q005401,20260726,C0098,P014,4206,Won
Q005402,20240111,C0176,P003,2145,Won
Q005403,20250717,C0021,P006,6820,Won
Q005404,20260602,C0845,P005,3798,Won
Q005405,20261101,C1000,P005,6546,Lost
Q005406,20250217,C0474,P014,9253,Lost
Q005407,20240605,C0032,P012,2584,Lost
Q005408,20240510,C0825,P012,5435,Lost
Q005409,20251228,C0105,P012,9335,Won
Q005410,20260313,C0925,P013,3983,Lost
Q005411,20241014,C0059,P014,5271,Lost
Q005412,20260508,C0780,P003,4145,Won
Q005413,20260530,C0317,P013,3203,Won
Q005414,20261013,C0885,P006,5422,Won
Q005415,20250215,C0481,P006,7856,Lost
Q005416,20261120,C0538,P009,7515,Won
Q005417,20250318,C0305,P006,6447,Pending
Q005418,20260808,C0379,P010,5466,Won
Q005419,20260830,C0679,P010,6369,Won
Q005420,20240905,C0198,P010,1215,Lost
Q005421,20240223,C0449,P012,8030,Lost
Q005422,20261024,C0007,P003,9619,Won
Q005423,20250328,C0817,P006,6209,Won
Q005424,20250223,C0145,P003,8448,Pending
Q005425,20240913,C0178,P013,3075,Pending
Q005426,20250821,C0034,P011,4868,Won
Q005427,20240521,C0283,P008,5667,Won
Q005428,20250328,C0962,P007,8655,Won
Q005429,20240608,C0102,P008,7660,Won
Q005430,20240803,C0775,P014,8142,Pending
Q005431,20260331,C0053,P015,717,Won
Q005432,20261108,C0488,P005,3133,Lost
Q005433,20261230,C0308,P002,8712,Pending
Q005434,20250627,C0565,P012,8259,Won
Q005435,20240609,C0403,P005,8498,Won
Q005436,20240428,C0395,P002,2566,Won
Q005437,20250807,C0642,P002,7986,Lost
Q005438,20251002,C0052,P005,4339,Lost
Q005439,20240530,C0268,P015,3445,Pending
Q005440,20240905,C0863,P007,8229,Lost
Q005441,20250506,C0139,P005,5534,Lost
Q005442,20250827,C0163,P009,6051,Pending
Q005443,20251023,C0636,P007,7164,Won
Q005444,20240225,C0576,P005,7505,Won
Q005445,20241203,C0516,P005,4861,Lost
Q005446,20260322,C0745,P002,736,Pending
Q005447,20260601,C0036,P006,2737,Won
Q005448,20240503,C0928,P007,9201,Pending
Q005449,20260204,C0112,P003,5369,Won
Q005450,20250809,C0451,P014,3922,Lost
Q005451,20240303,C0685,P006,9290,Pending
Q005452,20260921,C0200,P002,4090,Won
Q005453,20260430,C0693,P001,8752,Won
Q005454,20240819,C0833,P010,1004,Lost
Q005455,20240926,C0820,P001,9627,Won
Q005456,20240707,C0411,P008,9038,Won
Q005457,20250209,C0733,P009,2397,Won
Q005458,20261115,C0145,P001,1541,Lost
Q005459,20250505,C0801,P015,9845,Lost
Q005460,20260520,C0458,P010,650,Won
Q005461,20250326,C0344,P014,6695,Won
Q005462,20260914,C0583,P012,1051,Won
Q005463,20260304,C0569,P012,7878,Lost
Q005464,20261017,C0046,P002,7826,Lost
Q005465,20250201,C0120,P012,4611,Pending
Q005466,20260614,C0732,P012,3052,Won
Q005467,20240818,C0492,P005,5773,Won
Q005468,20260623,C0538,P012,9051,Won
Q005469,20260320,C0283,P007,4281,Won
Q005470,20250824,C0707,P012,8651,Lost
Q005471,20240218,C0624,P004,4223,Lost
Q005472,20240604,C0733,P010,536,Won
Q005473,20250406,C0438,P010,7069,Pending
Q005474,20251201,C0279,P001,715,Lost
Q005475,20260529,C0480,P015,901,Won
Q005476,20260504,C0607,P007,6703,Lost
Q005477,20250703,C0569,P012,6152,Won
Q005478,20251225,C0437,P008,3577,Won
Q005479,20240515,C0111,P010,7968,Won
Q005480,20250820,C0713,P006,9832,Lost
Q005481,20260828,C0704,P007,3510,Lost
