SaleID,DateID,CustomerID,ProductID,ManufacturerID,EmployeeID,InstallerID,Quantity,Revenue,Cost,Profit
S004587,20241210,C0113,P011,M002,E009,I004,1,991,644.15,346.85
S004588,20240616,C0921,P014,M002,E003,I002,5,629,408.85,220.15
S004589,20250329,C0201,P014,M001,E003,I003,3,1746,1134.9,611.1
S004590,20261106,C0788,P010,M008,E010,I002,1,2326,1511.9,814.1
S004591,20250328,C0118,P007,M005,E006,I005,4,3734,1680.3,2053.7
S004592,20240803,C0867,P009,M001,E010,I004,1,5636,3099.8,2536.2
S004593,20260408,C0881,P010,M001,E005,I003,1,2362,1535.3,826.7
S004594,20240701,C0067,P006,M003,E001,I002,4,3837,1726.65,2110.35
S004595,20240907,C0415,P001,M005,E002,I005,1,1562,1015.3,546.7
S004596,20260413,C0860,P005,M001,E009,I001,5,4589,2065.05,2523.95
S004597,20250609,C0040,P008,M004,E005,I004,5,2337,1285.35,1051.65
S004598,20250728,C0580,P006,M006,E001,I004,1,4659,2096.55,2562.45
S004599,20251111,C0849,P010,M001,E007,I002,4,2192,1424.8,767.2
S004600,20260326,C0443,P005,M004,E010,I005,3,5289,2380.05,2908.95
S004601,20240324,C0499,P010,M005,E003,I005,3,2139,1390.35,748.65
S004602,20241020,C0682,P002,M001,E005,I005,3,1124,730.6,393.4
S004603,20260601,C0184,P008,M006,E004,I005,3,5129,2820.95,2308.05
S004604,20260310,C0620,P008,M002,E010,I003,2,4827,2654.85,2172.15
S004605,20260311,C0961,P001,M005,E008,I002,5,696,452.4,243.6
S004606,20240909,C0481,P011,M005,E007,I005,3,1620,1053.0,567.0
S004607,20241002,C0990,P010,M007,E003,I005,4,829,538.85,290.15
S004608,20240904,C0777,P007,M007,E007,I002,5,3194,1437.3,1756.7
S004609,20240117,C0787,P007,M004,E005,I005,5,6066,2729.7,3336.3
S004610,20260330,C0898,P003,M007,E008,I001,1,1753,1051.8,701.2
S004611,20260214,C0162,P007,M008,E008,I003,1,5527,2487.15,3039.85
S004612,20260115,C0842,P003,M008,E003,I002,1,1328,796.8,531.2
S004613,20251022,C0152,P012,M005,E003,I002,3,802,521.3,280.7
S004614,20260310,C0852,P003,M001,E001,I005,3,1899,1139.4,759.6
S004615,20250924,C0615,P012,M007,E002,I004,2,1570,1020.5,549.5
S004616,20240425,C0348,P002,M003,E001,I003,2,1241,806.65,434.35
S004617,20240628,C0193,P006,M002,E009,I003,3,4131,1858.95,2272.05
S004618,20240204,C0338,P015,M004,E005,I002,2,1347,875.55,471.45
S004619,20240910,C0007,P003,M002,E003,I005,3,1459,875.4,583.6
S004620,20250408,C0743,P015,M002,E005,I001,3,1028,668.2,359.8
S004621,20260921,C0525,P014,M004,E005,I002,4,563,365.95,197.05
S004622,20241105,C0706,P015,M005,E001,I002,1,1486,965.9,520.1
S004623,20260524,C0953,P015,M003,E004,I001,2,735,477.75,257.25
S004624,20240614,C0515,P008,M002,E001,I001,5,5735,3154.25,2580.75
S004625,20250928,C0167,P007,M007,E006,I004,5,3733,1679.85,2053.15
S004626,20260610,C0831,P013,M004,E006,I003,5,1762,1145.3,616.7
S004627,20250801,C0795,P008,M006,E003,I004,2,5199,2859.45,2339.55
S004628,20261025,C0536,P013,M003,E004,I004,2,1115,724.75,390.25
S004629,20250828,C0766,P006,M003,E003,I003,2,5046,2270.7,2775.3
S004630,20240518,C0921,P006,M008,E009,I005,2,3456,1555.2,1900.8
S004631,20251109,C0048,P009,M004,E005,I003,3,1706,938.3,767.7
S004632,20261215,C0192,P004,M008,E003,I001,3,2334,1400.4,933.6
S004633,20260826,C0446,P008,M007,E007,I001,5,4749,2611.95,2137.05
S004634,20261011,C0307,P003,M006,E009,I004,1,2306,1383.6,922.4
S004635,20240423,C0641,P012,M008,E006,I002,1,764,496.6,267.4
S004636,20250316,C0734,P011,M007,E009,I003,5,2482,1613.3,868.7
S004637,20260130,C0796,P004,M003,E007,I002,1,1410,846.0,564.0
S004638,20240311,C0493,P011,M005,E002,I003,3,2141,1391.65,749.35
S004639,20240906,C0016,P004,M007,E002,I003,3,1207,724.2,482.8
S004640,20260221,C0954,P006,M005,E006,I004,3,3666,1649.7,2016.3
S004641,20250313,C0071,P005,M008,E002,I001,3,4177,1879.65,2297.35
S004642,20250512,C0909,P004,M005,E010,I004,2,1665,999.0,666.0
S004643,20260815,C0030,P010,M002,E001,I001,2,1685,1095.25,589.75
S004644,20250911,C0232,P013,M005,E005,I005,5,1796,1167.4,628.6
S004645,20251229,C0834,P008,M007,E002,I005,5,4484,2466.2,2017.8
S004646,20260902,C0525,P009,M007,E001,I002,1,2256,1240.8,1015.2
S004647,20241110,C0512,P006,M005,E004,I004,4,7191,3235.95,3955.05
S004648,20261120,C0131,P015,M008,E005,I005,1,949,616.85,332.15
S004649,20250315,C0121,P015,M003,E003,I002,2,931,605.15,325.85
S004650,20251020,C0271,P014,M001,E008,I001,3,1733,1126.45,606.55
S004651,20240828,C0320,P008,M004,E007,I005,4,3193,1756.15,1436.85
S004652,20260823,C0741,P005,M008,E005,I001,4,6266,2819.7,3446.3
S004653,20260404,C0395,P001,M007,E006,I004,1,952,618.8,333.2
S004654,20260212,C0986,P001,M003,E003,I005,2,1420,923.0,497.0
S004655,20240917,C0124,P002,M004,E009,I004,5,870,565.5,304.5
S004656,20250619,C0781,P003,M008,E003,I004,3,2184,1310.4,873.6
S004657,20250225,C0203,P012,M001,E005,I003,5,941,611.65,329.35
S004658,20241206,C0679,P014,M001,E007,I004,4,1382,898.3,483.7
S004659,20251222,C0238,P001,M002,E003,I002,3,1059,688.35,370.65
S004660,20250225,C0349,P011,M005,E010,I005,1,1341,871.65,469.35
S004661,20250925,C0881,P002,M007,E006,I001,2,1566,1017.9,548.1
S004662,20240830,C0030,P005,M007,E004,I004,5,3985,1793.25,2191.75
S004663,20260828,C0776,P011,M001,E005,I005,2,980,637.0,343.0
S004664,20250531,C0641,P013,M002,E002,I004,3,1270,825.5,444.5
S004665,20260110,C0756,P010,M006,E010,I003,2,1516,985.4,530.6
S004666,20250520,C0512,P002,M004,E002,I002,4,1775,1153.75,621.25
S004667,20260317,C0345,P004,M008,E003,I004,4,2611,1566.6,1044.4
S004668,20261130,C0505,P008,M008,E008,I003,5,5003,2751.65,2251.35
S004669,20260520,C0074,P004,M004,E005,I001,4,1939,1163.4,775.6
S004670,20240529,C0599,P005,M006,E004,I005,1,7379,3320.55,4058.45
S004671,20250901,C0184,P009,M007,E008,I002,2,5959,3277.45,2681.55
S004672,20240127,C0696,P004,M008,E007,I001,3,2444,1466.4,977.6
S004673,20240308,C0097,P014,M002,E002,I002,5,556,361.4,194.6
S004674,20250922,C0539,P002,M001,E005,I003,2,1184,769.6,414.4
S004675,20260425,C0996,P012,M005,E008,I005,2,907,589.55,317.45
S004676,20250619,C0600,P013,M001,E002,I001,5,652,423.8,228.2
S004677,20260226,C0796,P007,M005,E008,I005,1,3296,1483.2,1812.8
S004678,20240702,C0351,P005,M008,E004,I005,1,7651,3442.95,4208.05
S004679,20260219,C0473,P007,M004,E007,I004,2,6220,2799.0,3421.0
S004680,20260318,C0122,P001,M001,E003,I002,4,1696,1102.4,593.6
S004681,20250917,C0230,P003,M003,E001,I003,5,2085,1251.0,834.0
S004682,20260617,C0163,P013,M005,E006,I005,4,1292,839.8,452.2
S004683,20260111,C0937,P002,M008,E010,I002,2,1245,809.25,435.75
S004684,20260814,C0008,P013,M002,E002,I003,3,1501,975.65,525.35
S004685,20240715,C0854,P011,M008,E008,I002,2,2066,1342.9,723.1
S004686,20240110,C0837,P012,M007,E009,I003,4,1347,875.55,471.45
S004687,20260510,C0773,P009,M002,E001,I005,3,5891,3240.05,2650.95
S004688,20260829,C0206,P011,M006,E009,I004,4,2038,1324.7,713.3
S004689,20250823,C0850,P014,M004,E004,I004,3,1710,1111.5,598.5
S004690,20240414,C0173,P005,M007,E004,I002,4,6564,2953.8,3610.2
S004691,20260518,C0907,P007,M006,E010,I004,3,6536,2941.2,3594.8
S004692,20261127,C0456,P012,M007,E007,I005,3,1185,770.25,414.75
S004693,20250626,C0996,P014,M008,E002,I003,3,1694,1101.1,592.9
S004694,20250503,C0282,P014,M008,E005,I003,1,1786,1160.9,625.1
S004695,20250602,C0025,P012,M006,E004,I004,4,765,497.25,267.75
S004696,20240112,C0573,P003,M005,E009,I005,4,2429,1457.4,971.6
S004697,20250613,C0341,P006,M001,E004,I004,3,4359,1961.55,2397.45
S004698,20240307,C0792,P005,M008,E009,I001,3,7038,3167.1,3870.9
S004699,20250318,C0204,P004,M006,E007,I005,2,2289,1373.4,915.6
S004700,20240904,C0254,P003,M007,E010,I004,3,2677,1606.2,1070.8
S004701,20240328,C0714,P012,M005,E001,I004,2,1574,1023.1,550.9
S004702,20240423,C0991,P008,M005,E002,I003,1,3212,1766.6,1445.4
S004703,20250323,C0181,P012,M005,E001,I003,1,1291,839.15,451.85
S004704,20260414,C0370,P001,M004,E009,I004,5,789,512.85,276.15
S004705,20250217,C0913,P007,M005,E007,I004,3,4187,1884.15,2302.85
S004706,20250629,C0709,P011,M007,E007,I001,2,1674,1088.1,585.9
S004707,20241006,C0926,P004,M008,E004,I005,5,2942,1765.2,1176.8
S004708,20240816,C0344,P008,M003,E001,I005,3,3666,2016.3,1649.7
S004709,20240419,C0899,P014,M002,E001,I002,4,642,417.3,224.7
S004710,20260916,C0824,P007,M002,E010,I003,1,2867,1290.15,1576.85
S004711,20261126,C0269,P007,M008,E008,I005,4,4949,2227.05,2721.95
S004712,20250206,C0242,P004,M001,E007,I001,3,2261,1356.6,904.4
S004713,20251020,C0458,P005,M006,E005,I004,5,4260,1917.0,2343.0
S004714,20251130,C0024,P010,M006,E003,I004,1,1230,799.5,430.5
S004715,20260815,C0030,P003,M007,E009,I004,3,2757,1654.2,1102.8
S004716,20240503,C0493,P007,M002,E009,I001,2,6353,2858.85,3494.15
S004717,20250504,C0905,P010,M007,E002,I002,5,1173,762.45,410.55
S004718,20250119,C0504,P002,M008,E005,I003,5,760,494.0,266.0
S004719,20261202,C0989,P011,M005,E002,I002,2,2004,1302.6,701.4
S004720,20261022,C0457,P008,M001,E006,I005,1,4868,2677.4,2190.6
S004721,20240401,C0644,P008,M007,E006,I001,1,2041,1122.55,918.45
S004722,20250701,C0042,P014,M008,E001,I004,5,1375,893.75,481.25
S004723,20250909,C0452,P004,M005,E009,I002,1,2759,1655.4,1103.6
S004724,20261125,C0862,P004,M006,E008,I002,4,1720,1032.0,688.0
S004725,20250806,C0707,P015,M001,E005,I003,5,1172,761.8,410.2
S004726,20250113,C0527,P003,M001,E010,I001,2,2181,1308.6,872.4
S004727,20261102,C0251,P002,M007,E005,I002,1,1425,926.25,498.75
S004728,20261129,C0334,P007,M005,E005,I003,1,6534,2940.3,3593.7
S004729,20250317,C0025,P009,M004,E003,I001,4,4084,2246.2,1837.8
S004730,20260611,C0006,P011,M006,E003,I004,5,1561,1014.65,546.35
S004731,20240420,C0128,P010,M006,E003,I002,1,2399,1559.35,839.65
S004732,20260403,C0391,P015,M004,E004,I001,5,766,497.9,268.1
S004733,20250518,C0367,P014,M007,E006,I003,1,838,544.7,293.3
S004734,20260620,C0612,P004,M002,E006,I003,1,1260,756.0,504.0
S004735,20260806,C0214,P013,M003,E001,I001,2,868,564.2,303.8
S004736,20260101,C0221,P014,M002,E009,I003,1,1786,1160.9,625.1
S004737,20240919,C0206,P001,M002,E009,I002,1,1098,713.7,384.3
S004738,20261125,C0130,P013,M001,E005,I005,1,1287,836.55,450.45
S004739,20250501,C0932,P013,M001,E006,I003,5,566,367.9,198.1
S004740,20250321,C0938,P005,M006,E008,I004,5,6172,2777.4,3394.6
S004741,20261212,C0964,P008,M003,E005,I003,3,3175,1746.25,1428.75
S004742,20240802,C0384,P004,M002,E009,I002,4,2277,1366.2,910.8
S004743,20250119,C0784,P003,M003,E007,I003,2,2960,1776.0,1184.0
S004744,20240720,C0517,P010,M006,E003,I003,3,1527,992.55,534.45
S004745,20260507,C0793,P011,M002,E006,I003,5,1756,1141.4,614.6
S004746,20240419,C0960,P001,M002,E010,I004,5,999,649.35,349.65
S004747,20250620,C0760,P006,M008,E007,I001,3,4984,2242.8,2741.2
S004748,20261115,C0568,P001,M005,E010,I001,3,1102,716.3,385.7
S004749,20261111,C0586,P012,M003,E005,I003,4,562,365.3,196.7
S004750,20240325,C0244,P012,M006,E001,I004,4,1094,711.1,382.9
S004751,20251210,C0803,P010,M006,E010,I002,3,1539,1000.35,538.65
S004752,20261107,C0524,P014,M002,E001,I005,2,1181,767.65,413.35
S004753,20260703,C0450,P011,M006,E005,I004,4,1112,722.8,389.2
S004754,20261006,C0279,P011,M006,E010,I002,3,1817,1181.05,635.95
S004755,20240915,C0223,P005,M008,E003,I003,5,3462,1557.9,1904.1
S004756,20260915,C0611,P013,M008,E010,I001,1,1008,655.2,352.8
S004757,20250806,C0896,P008,M006,E006,I005,3,2008,1104.4,903.6
S004758,20260502,C0473,P009,M005,E002,I004,4,4043,2223.65,1819.35
S004759,20251129,C0808,P003,M007,E008,I001,2,1604,962.4,641.6
S004760,20250328,C0352,P006,M001,E003,I004,4,5482,2466.9,3015.1
S004761,20240212,C0385,P008,M005,E002,I002,2,3658,2011.9,1646.1
S004762,20260915,C0407,P008,M006,E004,I001,3,2708,1489.4,1218.6
S004763,20240819,C0711,P014,M004,E005,I001,4,1253,814.45,438.55
S004764,20240424,C0348,P015,M005,E006,I003,5,601,390.65,210.35
S004765,20250816,C0362,P004,M006,E010,I003,3,2818,1690.8,1127.2
S004766,20250118,C0982,P015,M002,E007,I005,2,1391,904.15,486.85
S004767,20260917,C0717,P004,M007,E007,I005,1,1963,1177.8,785.2
S004768,20240116,C0309,P009,M002,E001,I005,4,4417,2429.35,1987.65
S004769,20250824,C0206,P013,M002,E008,I001,3,604,392.6,211.4
S004770,20260823,C0573,P015,M006,E003,I001,5,1175,763.75,411.25
S004771,20250401,C0401,P008,M007,E001,I005,2,3396,1867.8,1528.2
S004772,20260510,C0037,P014,M006,E001,I001,1,640,416.0,224.0
S004773,20250207,C0612,P006,M002,E002,I001,3,5545,2495.25,3049.75
S004774,20241220,C0045,P014,M003,E007,I003,1,919,597.35,321.65
S004775,20250123,C0703,P001,M004,E004,I005,4,1751,1138.15,612.85
S004776,20240328,C0190,P004,M001,E004,I005,5,2223,1333.8,889.2
S004777,20261128,C0174,P011,M002,E009,I005,5,1716,1115.4,600.6
S004778,20250831,C0291,P004,M008,E009,I001,4,2281,1368.6,912.4
S004779,20260604,C0414,P013,M004,E005,I002,1,1427,927.55,499.45
S004780,20250904,C0525,P009,M002,E003,I003,2,3405,1872.75,1532.25
S004781,20260609,C0300,P012,M008,E005,I002,4,1328,863.2,464.8
S004782,20240302,C0264,P005,M008,E009,I002,2,4751,2137.95,2613.05
S004783,20260608,C0417,P013,M004,E008,I005,3,1513,983.45,529.55
S004784,20260829,C0455,P009,M005,E005,I005,5,2261,1243.55,1017.45
S004785,20260305,C0540,P003,M008,E002,I003,3,1837,1102.2,734.8
S004786,20250320,C0813,P007,M006,E004,I001,3,7495,3372.75,4122.25
S004787,20260406,C0319,P006,M003,E004,I005,3,6081,2736.45,3344.55
S004788,20260214,C0812,P001,M001,E009,I005,4,812,527.8,284.2
S004789,20260306,C0400,P005,M007,E009,I001,1,7326,3296.7,4029.3
S004790,20250107,C0860,P011,M003,E010,I002,2,1901,1235.65,665.35
S004791,20241006,C0273,P011,M007,E009,I004,2,2381,1547.65,833.35
S004792,20250408,C0479,P003,M004,E004,I004,5,1307,784.2,522.8
S004793,20240419,C0397,P013,M002,E004,I005,4,1052,683.8,368.2
S004794,20261202,C0987,P008,M006,E008,I005,2,3964,2180.2,1783.8
S004795,20251106,C0336,P001,M007,E006,I004,4,1043,677.95,365.05
S004796,20260131,C0846,P011,M008,E009,I004,5,2478,1610.7,867.3
S004797,20240420,C0908,P011,M006,E006,I001,2,804,522.6,281.4
S004798,20260907,C0668,P015,M007,E005,I003,5,1310,851.5,458.5
S004799,20260428,C0938,P005,M004,E003,I004,1,4259,1916.55,2342.45
S004800,20240807,C0262,P006,M007,E006,I002,3,5867,2640.15,3226.85
S004801,20241229,C0044,P013,M001,E005,I002,1,1018,661.7,356.3
S004802,20260602,C0454,P011,M005,E008,I001,3,1844,1198.6,645.4
S004803,20250526,C0334,P003,M002,E010,I001,5,1303,781.8,521.2
S004804,20240214,C0824,P009,M006,E007,I003,1,4347,2390.85,1956.15
S004805,20251010,C0901,P004,M006,E001,I005,1,1658,994.8,663.2
S004806,20250119,C0935,P011,M003,E003,I005,5,1338,869.7,468.3
S004807,20260516,C0421,P014,M004,E003,I004,5,1474,958.1,515.9
S004808,20250725,C0132,P012,M004,E004,I005,1,597,388.05,208.95
S004809,20240324,C0943,P001,M002,E008,I001,1,1323,859.95,463.05
S004810,20240916,C0618,P006,M002,E009,I003,3,3737,1681.65,2055.35
S004811,20260412,C0371,P008,M001,E006,I002,4,3920,2156.0,1764.0
S004812,20251220,C0632,P001,M007,E002,I001,3,869,564.85,304.15
S004813,20261028,C0842,P004,M004,E001,I003,1,1848,1108.8,739.2
S004814,20260908,C0750,P011,M006,E002,I002,1,1791,1164.15,626.85
S004815,20240123,C0610,P007,M003,E003,I001,4,3129,1408.05,1720.95
S004816,20250811,C0348,P009,M004,E008,I001,3,5233,2878.15,2354.85
S004817,20241113,C0045,P008,M005,E004,I001,5,3459,1902.45,1556.55
S004818,20250731,C0255,P003,M002,E003,I004,4,2108,1264.8,843.2
S004819,20260326,C0877,P007,M001,E003,I002,2,5378,2420.1,2957.9
S004820,20260427,C0992,P007,M006,E006,I005,1,3208,1443.6,1764.4
S004821,20250528,C0465,P007,M006,E006,I003,2,3692,1661.4,2030.6
S004822,20241011,C0916,P007,M001,E004,I004,4,6242,2808.9,3433.1
S004823,20241021,C0466,P012,M006,E002,I001,1,617,401.05,215.95
S004824,20260613,C0564,P015,M008,E001,I004,5,1229,798.85,430.15
S004825,20260804,C0980,P001,M002,E002,I002,1,1153,749.45,403.55
S004826,20240706,C0870,P012,M007,E008,I005,2,1570,1020.5,549.5
S004827,20250508,C0374,P013,M004,E010,I002,2,869,564.85,304.15
S004828,20260128,C0280,P001,M005,E010,I003,1,1789,1162.85,626.15
S004829,20251108,C0485,P014,M001,E008,I005,3,1357,882.05,474.95
S004830,20240809,C0724,P004,M004,E001,I002,3,1497,898.2,598.8
S004831,20250626,C0423,P003,M006,E006,I001,5,2010,1206.0,804.0
S004832,20240311,C0312,P001,M002,E002,I003,3,792,514.8,277.2
S004833,20240308,C0798,P009,M006,E002,I001,5,5632,3097.6,2534.4
S004834,20250805,C0401,P004,M006,E004,I002,4,1589,953.4,635.6
S004835,20250502,C0007,P004,M006,E008,I003,3,2764,1658.4,1105.6
S004836,20240418,C0003,P004,M005,E002,I004,3,2153,1291.8,861.2
S004837,20260708,C0034,P004,M003,E002,I004,1,2123,1273.8,849.2
S004838,20260621,C0063,P014,M002,E003,I003,5,1052,683.8,368.2
S004839,20250403,C0884,P003,M004,E010,I004,1,2330,1398.0,932.0
S004840,20260205,C0390,P008,M002,E008,I004,5,5916,3253.8,2662.2
S004841,20240316,C0364,P008,M002,E008,I002,5,4571,2514.05,2056.95
S004842,20240521,C0059,P004,M006,E006,I005,1,1262,757.2,504.8
S004843,20250122,C0254,P013,M002,E008,I005,2,1275,828.75,446.25
S004844,20250811,C0660,P015,M008,E001,I005,5,1269,824.85,444.15
S004845,20250906,C0045,P012,M007,E006,I003,3,1027,667.55,359.45
S004846,20251115,C0585,P014,M004,E006,I004,1,805,523.25,281.75
S004847,20260221,C0886,P011,M006,E001,I005,3,1818,1181.7,636.3
S004848,20240126,C0481,P007,M006,E007,I002,2,3973,1787.85,2185.15
S004849,20241123,C0421,P008,M001,E003,I004,1,2406,1323.3,1082.7
S004850,20260612,C0525,P002,M001,E002,I001,5,1649,1071.85,577.15
S004851,20260611,C0859,P015,M001,E010,I001,5,951,618.15,332.85
S004852,20240108,C0835,P005,M002,E008,I001,1,7183,3232.35,3950.65
S004853,20241005,C0512,P014,M007,E003,I005,1,902,586.3,315.7
S004854,20261208,C0473,P006,M008,E008,I004,1,7974,3588.3,4385.7
S004855,20260808,C0138,P002,M007,E009,I002,1,1068,694.2,373.8
S004856,20251118,C0438,P002,M007,E005,I004,1,1653,1074.45,578.55
S004857,20250218,C0651,P008,M006,E010,I003,4,5183,2850.65,2332.35
S004858,20240817,C0608,P012,M003,E003,I001,3,1652,1073.8,578.2
S004859,20250223,C0378,P014,M007,E004,I005,4,746,484.9,261.1
S004860,20261222,C0802,P013,M003,E006,I001,1,1078,700.7,377.3
S004861,20240804,C0435,P008,M008,E005,I005,4,4423,2432.65,1990.35
S004862,20250122,C0372,P011,M002,E009,I002,1,1768,1149.2,618.8
S004863,20250620,C0522,P008,M008,E005,I004,4,5568,3062.4,2505.6
S004864,20260204,C0885,P010,M006,E009,I003,2,1288,837.2,450.8
S004865,20260202,C0396,P009,M008,E002,I002,3,3426,1884.3,1541.7
S004866,20240314,C0863,P003,M002,E010,I002,1,2783,1669.8,1113.2
S004867,20250604,C0437,P012,M002,E003,I004,4,1278,830.7,447.3
S004868,20240701,C0583,P002,M007,E010,I005,2,1682,1093.3,588.7
S004869,20250504,C0695,P004,M001,E004,I001,2,1956,1173.6,782.4
S004870,20260906,C0571,P013,M004,E001,I003,4,1636,1063.4,572.6
S004871,20261121,C0817,P009,M008,E006,I002,2,2586,1422.3,1163.7
S004872,20241230,C0434,P006,M003,E001,I002,5,5215,2346.75,2868.25
S004873,20261002,C0260,P011,M008,E009,I001,1,1366,887.9,478.1
S004874,20241118,C0413,P003,M004,E005,I003,1,2343,1405.8,937.2
S004875,20241204,C0820,P008,M003,E003,I005,2,3390,1864.5,1525.5
S004876,20260731,C0523,P002,M007,E006,I001,2,1402,911.3,490.7
S004877,20250721,C0703,P010,M008,E006,I001,3,2133,1386.45,746.55
S004878,20261010,C0743,P006,M008,E010,I001,4,6451,2902.95,3548.05
S004879,20240531,C0937,P005,M003,E005,I002,3,4169,1876.05,2292.95
S004880,20250226,C0359,P011,M004,E009,I001,1,1453,944.45,508.55
S004881,20261010,C0361,P012,M001,E010,I002,4,1176,764.4,411.6
S004882,20250710,C0528,P003,M001,E004,I004,5,1302,781.2,520.8
S004883,20260712,C0660,P012,M006,E007,I002,5,1264,821.6,442.4
S004884,20250212,C0591,P005,M002,E007,I005,4,4114,1851.3,2262.7
S004885,20240110,C0826,P015,M006,E006,I001,4,1443,937.95,505.05
S004886,20250711,C0234,P010,M005,E005,I001,1,2354,1530.1,823.9
S004887,20240202,C0308,P013,M003,E008,I005,4,638,414.7,223.3
S004888,20250130,C0358,P005,M005,E010,I002,1,7597,3418.65,4178.35
S004889,20240806,C0872,P015,M002,E009,I005,5,502,326.3,175.7
S004890,20240820,C0220,P007,M003,E010,I002,3,7507,3378.15,4128.85
S004891,20250306,C0542,P008,M005,E009,I001,1,4129,2270.95,1858.05
S004892,20261019,C0039,P002,M004,E005,I004,3,1165,757.25,407.75
S004893,20240708,C0892,P007,M007,E005,I002,4,2935,1320.75,1614.25
S004894,20251115,C0931,P003,M006,E005,I004,2,1818,1090.8,727.2
S004895,20240909,C0851,P001,M004,E006,I003,4,864,561.6,302.4
S004896,20241213,C0148,P010,M004,E010,I003,1,2252,1463.8,788.2
S004897,20260629,C0253,P008,M005,E004,I003,4,2182,1200.1,981.9
S004898,20251128,C0854,P007,M005,E008,I001,1,3008,1353.6,1654.4
S004899,20250526,C0949,P007,M002,E001,I004,5,2915,1311.75,1603.25
S004900,20240809,C0401,P013,M004,E006,I002,1,1232,800.8,431.2
S004901,20240623,C0758,P005,M003,E001,I002,2,7680,3456.0,4224.0
S004902,20240806,C0500,P005,M006,E007,I001,4,7686,3458.7,4227.3
S004903,20251122,C0447,P009,M005,E002,I005,3,1840,1012.0,828.0
S004904,20250127,C0224,P005,M004,E007,I004,3,3498,1574.1,1923.9
S004905,20241014,C0531,P012,M006,E010,I001,3,525,341.25,183.75
S004906,20251016,C0566,P015,M002,E008,I005,1,1382,898.3,483.7
S004907,20260827,C0562,P011,M003,E010,I001,3,1564,1016.6,547.4
S004908,20250914,C0607,P003,M003,E003,I001,5,2710,1626.0,1084.0
S004909,20240729,C0667,P014,M005,E003,I005,5,737,479.05,257.95
S004910,20250707,C0516,P015,M002,E005,I001,3,1744,1133.6,610.4
S004911,20250319,C0836,P001,M006,E007,I005,5,672,436.8,235.2
S004912,20240904,C0292,P004,M003,E007,I003,2,2388,1432.8,955.2
S004913,20241128,C0841,P001,M001,E002,I004,3,747,485.55,261.45
S004914,20241107,C0053,P015,M005,E005,I004,5,587,381.55,205.45
S004915,20261202,C0401,P009,M007,E006,I005,3,5706,3138.3,2567.7
S004916,20241027,C0475,P009,M003,E010,I001,2,2107,1158.85,948.15
S004917,20260725,C0909,P011,M006,E010,I001,4,1589,1032.85,556.15
S004918,20240910,C0931,P005,M006,E004,I002,1,4737,2131.65,2605.35
S004919,20240713,C0101,P009,M004,E001,I005,3,1708,939.4,768.6
S004920,20250321,C0105,P015,M006,E007,I005,2,781,507.65,273.35
S004921,20250816,C0188,P015,M005,E001,I002,2,982,638.3,343.7
S004922,20260319,C0179,P015,M007,E008,I001,2,1015,659.75,355.25
S004923,20240121,C0143,P013,M006,E004,I003,2,823,534.95,288.05
S004924,20260518,C0452,P004,M001,E008,I004,4,2299,1379.4,919.6
S004925,20241002,C0634,P001,M004,E010,I005,4,1136,738.4,397.6
S004926,20260523,C0726,P011,M007,E008,I003,1,2246,1459.9,786.1
S004927,20260923,C0884,P009,M003,E002,I001,4,5589,3073.95,2515.05
S004928,20241231,C0813,P011,M005,E001,I001,2,1492,969.8,522.2
S004929,20240314,C0904,P014,M006,E002,I001,5,947,615.55,331.45
S004930,20241023,C0291,P012,M008,E003,I003,3,1509,980.85,528.15
S004931,20251210,C0297,P003,M002,E007,I005,5,2085,1251.0,834.0
S004932,20241230,C0498,P011,M007,E004,I005,5,1224,795.6,428.4
S004933,20250325,C0569,P006,M002,E009,I002,5,4017,1807.65,2209.35
S004934,20260219,C0664,P010,M004,E003,I004,5,1190,773.5,416.5
S004935,20261122,C0022,P011,M008,E001,I003,2,1673,1087.45,585.55
S004936,20251222,C0926,P011,M008,E004,I001,5,1275,828.75,446.25
S004937,20260122,C0593,P010,M004,E002,I001,4,2033,1321.45,711.55
S004938,20250118,C0691,P011,M002,E004,I003,2,1984,1289.6,694.4
S004939,20240426,C0355,P005,M001,E008,I001,4,6330,2848.5,3481.5
S004940,20240113,C0741,P008,M005,E010,I003,5,4571,2514.05,2056.95
S004941,20260329,C0203,P010,M006,E008,I004,5,2053,1334.45,718.55
S004942,20240913,C0788,P007,M002,E004,I005,1,5896,2653.2,3242.8
S004943,20260104,C0075,P013,M005,E009,I003,3,1166,757.9,408.1
S004944,20241129,C0922,P005,M006,E010,I003,3,3903,1756.35,2146.65
S004945,20250121,C0725,P002,M001,E006,I005,1,901,585.65,315.35
S004946,20240716,C0596,P006,M007,E004,I003,1,4909,2209.05,2699.95
S004947,20240223,C0611,P015,M007,E008,I003,3,703,456.95,246.05
S004948,20260528,C0235,P002,M007,E006,I005,1,971,631.15,339.85
S004949,20240303,C0258,P014,M002,E008,I002,4,1186,770.9,415.1
S004950,20241015,C0243,P015,M005,E003,I004,4,791,514.15,276.85
S004951,20260812,C0890,P014,M001,E004,I002,2,1528,993.2,534.8
S004952,20240817,C0144,P011,M002,E008,I001,5,2490,1618.5,871.5
S004953,20250416,C0362,P014,M005,E008,I003,2,1774,1153.1,620.9
S004954,20240524,C0925,P014,M003,E008,I003,5,745,484.25,260.75
S004955,20261016,C0913,P007,M004,E002,I001,3,4500,2025.0,2475.0
